15.292231 359.329164 8.700465
17.185013 373.556803 17.888967
21.714762 379.601043 19.508108
26.470976 374.544982 15.908202
26.559847 359.862543 10.971592
22.901912 344.911136 12.813241
18.193356 334.080508 20.243708
14.189317 323.291324 21.859883
13.644559 310.365442 18.079816
16.931199 295.621149 12.763896
18.308973 285.112960 16.677383
17.948905 287.607240 38.181347
17.985511 300.843231 56.797363
19.276039 320.293673 56.463511
20.471026 340.184493 52.280597
20.215422 356.469040 73.014283
18.358298 367.723686 101.427263
15.632074 377.026946 124.620642
12.679129 391.587805 125.374366
10.272426 401.442289 118.482002
8.649210 399.301156 112.903845
8.390224 384.619661 109.434794
12.740243 362.415892 117.780013
15.997261 337.577319 112.614912
15.727168 312.865351 108.401928
14.116055 291.465036 101.025692
13.284097 281.327106 98.140128
13.204830 284.460319 124.612047
13.317762 293.552302 157.451536
13.317776 302.659632 158.889530
17.219647 310.825572 129.539271
20.514409 316.995729 92.557724
19.943001 317.672799 78.299658
16.699179 310.313128 80.591398
12.738431 296.992000 86.083747
9.298124 281.482109 109.369107
6.691157 270.801184 145.334872
4.914340 267.282612 154.368568
4.403016 267.557332 147.063694
5.532400 270.642801 143.329823
7.671430 280.318953 134.733744
10.003864 303.473070 131.353741
11.542377 335.014018 135.018327
12.071770 363.233020 137.276205
12.300751 383.865897 129.214150
15.852172 396.847327 117.465964
20.584556 402.730871 110.905067
21.783469 400.422465 111.897884
20.901870 389.812900 123.434782
22.847032 374.060253 125.856194
23.073992 356.251578 121.362138
23.454598 338.693066 115.331896
25.699244 323.453936 116.698829
25.071500 309.893314 103.987997
22.092366 299.501655 91.346514
18.681247 298.717274 98.776244
16.664357 310.227807 104.580462
16.288693 331.544551 100.433841
17.623986 358.503806 96.204317
19.218344 384.702322 97.187998
19.742387 407.793323 96.881359
19.344531 432.389031 98.300495
18.166737 451.519385 105.607294
16.295331 457.123260 129.802415
14.553885 451.176147 136.910178
13.431567 446.948174 128.254732
13.005058 448.278288 119.889083
12.615558 452.905181 112.160199
12.053444 455.773522 108.379109
11.073283 458.032148 115.557040
9.998639 453.382939 118.785110
9.543426 437.906487 101.448430
9.853307 417.933059 73.856174
10.667496 409.242218 50.687615
11.837461 411.355285 50.855419
13.197347 418.129892 53.473648
16.839508 426.397844 46.292090
22.301618 435.989060 33.897797
23.989891 444.021564 22.009228
